name	priority	interruptable	schedulable	ruleOrder	ruleType	andOrConnector	notConnector	ruleActionText
s2_doorbell_alreadyAtDoor	31	0	0	7	A	0	0	Change Action Possibility ::200::Answer the Door (dutch) to 1
s2_drinkWarning	29	1	1	26	R	0	0	ZUYD Fridge Door is closed AND has been in this state for more than 180 seconds
s2_drinkWarning	29	1	1	27	R	0	0	::510:: UserDrinkStatus is NotReminded
s2_drinkWarning	29	1	1	29	A	0	0	SET ::510::UserDrinkStatus TO  Reminded
s2_drinkWarning	29	1	1	30	A	0	0	Execute sequence 'sadGUI' on ::3::Care-O-Bot 3.6
s2_drinkWarning	29	1	1	31	A	0	0	Change Action Possibility ::202::  Shall we get a drink together? (Dutch) to 1
s2_drinkWarning	29	1	1	32	A	0	0	Change Action Possibility ::203::Shall I return to charging area? (Dutch) to 1
s2_gotoChargingArea	30	0	1	0	R	0	0	::518:: AP_gotoChargingArea is True
s2_gotoChargingArea	30	0	1	1	A	0	0	SET ::518::AP_gotoChargingArea TO  False
s2_gotoChargingArea	30	0	1	2	A	0	0	Change Action Possibility ::202::  Shall we get a drink together? (Dutch) to 0
s2_gotoChargingArea	30	0	1	3	A	0	0	Change Action Possibility ::203::Shall I return to charging area? (Dutch) to 0
s2_gotoChargingArea	30	0	1	4	A	0	0	Execute sequence 'basicGUI' on ::3::Care-O-Bot 3.6
s2_gotoChargingArea	30	0	1	5	A	0	0	Execute sequence 'gotoChargingStation-SET' on ::3::Care-O-Bot 3.6
s2_gotoFridge	30	0	1	0	R	0	0	::513:: AP_gotoFridge is True
s2_gotoFridge	30	0	1	1	A	0	0	SET ::513::AP_gotoFridge TO  False
s2_gotoFridge	30	0	1	2	A	0	0	Change Action Possibility ::202::  Shall we get a drink together? (Dutch) to 0
s2_gotoFridge	30	0	1	3	A	0	0	Change Action Possibility ::203::Shall I return to charging area? (Dutch) to 0
s2_gotoFridge	30	0	1	4	A	0	0	Execute sequence 'gotoFridge-SET' on ::3::Care-O-Bot 3.6
s2_gotoFridge	30	0	1	5	A	0	0	Execute sequence 'basicGUI' on ::3::Care-O-Bot 3.6
s2_waitAtDoor	30	0	1	0	R	0	0	Location of ::3::Care-O-Bot 3.6 is ::603:: Door Left Side in the ZUYD Apartment
s2_waitAtDoor	30	0	1	8	R	0	0	::500:: trayIs is Full
s2_waitAtDoor	30	0	1	9	A	0	0	Execute sequence 'happyGUI' on ::3::Care-O-Bot 3.6
s2_waitAtDoor	30	0	1	19	A	0	0	Execute sequence 'gotoSofaLeft-SET' on ::3::Care-O-Bot 3.6
s2_waitAtUser	30	0	0	0	R	0	0	::500:: trayIs is Empty
s2_waitAtUser	30	0	0	9	R	0	0	::516:: currentGUIexpression is Happy
s2_waitAtUser	30	0	0	13	R	0	0	Location of ::3::Care-O-Bot 3.6 is ::999:: Current user Location
s2_waitAtUser	30	0	0	14	A	0	0	Execute sequence 'basicGUI' on ::3::Care-O-Bot 3.6
sadGUI	0	0	0	11	A	0	0	Set expression on ::3::Care-O-Bot 3.6 to sad
sadGUI	0	0	0	12	A	0	0	SET ::516::currentGUIexpression TO  Sad
setCupLocationTray	0	0	0	0	A	0	0	SET ::519::cupLocation TO  Tray
setGotoKitchenCond	0	0	0	0	A	0	0	SET ::503::goto TO  kitchen
setGotoNull	0	0	0	0	A	0	0	SET ::503::goto TO  null
setGotoSofaCond	0	0	0	0	A	0	0	SET ::503::goto TO  sofa
setGotoTableCond	0	0	0	0	A	0	0	SET ::503::goto TO  table
sleep	0	1	1	0	A	0	0	Wait for 1 seconds on ::3::Care-O-Bot 3.6 
suggestDrink	51	1	0	10	R	0	0	::504:: userNeedsDrink is True
suggestDrink	51	1	0	11	A	0	0	::0::Care-O-Bot 3.2 says 'Would you like a drink?'
suggestDrink	51	1	0	12	A	0	0	SET ::504::userNeedsDrink TO  False
suggestDrink	51	1	0	13	A	0	0	SET ::505::UserToldToDrink TO  True
surprisedGUI	0	0	0	3	A	0	0	Set expression on ::3::Care-O-Bot 3.6 to surprised
surprisedGUI	0	0	0	9	A	0	0	SET ::516::currentGUIexpression TO  Surprised
testUvA	0	0	0	0	A	0	0	move ::3::Care-O-Bot 3.6 to ::999:: Current user Location and wait for completion
